week,start_date,end_date,student_id,cars_accuracy,sciences_accuracy,class_accuracy,completed_lessons,total_completed_passages_discrete_sets,score_trends_on_completed_dailies,num_attended_large_session,num_scheduled_large_session,num_attended_small_session,num_scheduled_small_session,class_participation,homework_participation
1,12/30/24,1/5/25,1,,0.29,0.666666667,1,4,0.07,4,4,0,1,1,0
1,12/30/24,1/5/25,2,,0.76,,61,7,0.76,4,4,0,1,0,0
1,12/30/24,1/5/25,3,,0.35,0.666666667,9,5,0.21,4,4,0,1,1,0
1,12/30/24,1/5/25,4,,0.54,1,6,7,0.54,4,4,0,1,1,0
1,12/30/24,1/5/25,5,0.87,0.66,,27,19,0.45,4,4,0,1,0,0
1,12/30/24,1/5/25,6,,0.5,0.666666667,8,8,0.5,4,4,1,1,1,0
1,12/30/24,1/5/25,7,,0.48,,1,7,0.41,4,4,0,1,0,0.8
1,12/30/24,1/5/25,8,,,,1,3,0,4,4,0,1,0,0
1,12/30/24,1/5/25,9,0.1,0.63,0,11,10,0.52,4,4,0,1,1,0
1,12/30/24,1/5/25,10,,0.83,0.666666667,7,8,0.83,4,4,0,1,1,0
1,12/30/24,1/5/25,11,0.46,0.78,0.666666667,8,13,0.68,4,4,0,1,1,0
1,12/30/24,1/5/25,12,,0.55,,1,6,0.27,4,4,0,1,0,0
1,12/30/24,1/5/25,13,,0.71,,11,10,0.42,4,4,1,1,0,0
1,12/30/24,1/5/25,14,0.67,0.19,0.666666667,5,10,0.22,4,4,0,1,1,0
2,1/6/25,1/12/25,1,,0.5,,1,4,0.43,4,4,1,1,0,0
2,1/6/25,1/12/25,2,,1,,5,5,1,4,4,1,1,0,0
2,1/6/25,1/12/25,3,,,0,1,2,0,3,4,1,1,1,0
2,1/6/25,1/12/25,4,0.8,0.28,1,4,7,0.28,4,4,1,1,1,0
2,1/6/25,1/12/25,5,,0.69,,9,10,0.63,4,4,1,1,0,0
2,1/6/25,1/12/25,6,,0,,12,5,0,2,4,1,1,0,0
2,1/6/25,1/12/25,7,,,,1,4,0,4,4,1,1,0,1
2,1/6/25,1/12/25,8,,,,1,4,0,4,4,1,1,0,0
2,1/6/25,1/12/25,9,0.6,0.5,1,15,25,0.49,4,4,1,1,0.5,0
2,1/6/25,1/12/25,10,,0.46,0.5,25,11,0.46,4,4,1,1,1,0
2,1/6/25,1/12/25,11,0.65,0.5,1,9,15,0.55,4,4,1,1,1,0.333333333
2,1/6/25,1/12/25,12,0.56,0.2,,1,9,0.49,4,4,1,1,0,0
2,1/6/25,1/12/25,13,,0.63,,5,8,0.71,4,4,1,1,0,0
2,1/6/25,1/12/25,14,,0.67,1,2,4,0.67,4,4,2,1,0.5,0.333333333
3,1/13/25,1/19/25,1,,,,1,0,0,4,4,1,1,0,0
3,1/13/25,1/19/25,2,,,,1,5,0,4,4,1,1,0,0
3,1/13/25,1/19/25,3,0.67,0.6,0.333333333,1,4,0.62,4,4,1,1,0.6,0
3,1/13/25,1/19/25,4,0.57,0.44,,1,9,0.5,4,4,1,1,0,0
3,1/13/25,1/19/25,5,0.85,0.82,,8,19,0.84,4,4,1,1,0,0
3,1/13/25,1/19/25,6,,0.61,,11,8,0.54,4,4,1,1,0,0
3,1/13/25,1/19/25,7,,,,1,5,0,4,4,1,1,0,0
3,1/13/25,1/19/25,8,,0.54,,3,6,0.54,4,4,1,1,0,0
3,1/13/25,1/19/25,9,,0.27,,1,9,0.27,4,4,1,1,0,0
3,1/13/25,1/19/25,10,0.38,,,24,6,0.38,4,4,1,1,0,0
3,1/13/25,1/19/25,11,0.5,0.64,0.333333333,15,25,0.56,4,4,1,1,0.6,0
3,1/13/25,1/19/25,12,,,,1,3,0,4,4,1,1,0,0
3,1/13/25,1/19/25,13,,,,4,6,0,4,4,1,1,0,0
3,1/13/25,1/19/25,14,,,0.333333333,1,3,0,4,4,1,1,0.6,0.666666667
4,1/20/25,1/26/25,1,,,,1,0,0,3,3,1,1,0,0
4,1/20/25,1/26/25,2,,1,,5,3,1,3,3,1,1,0,0
4,1/20/25,1/26/25,3,,,0.5,2,4,0,3,3,1,1,0.333333333,0
4,1/20/25,1/26/25,4,0.9,0.75,,2,6,0.83,3,3,1,1,0,0
4,1/20/25,1/26/25,5,0.74,0.77,,17,21,0.76,3,3,1,1,0,0
4,1/20/25,1/26/25,6,0.68,0.8,1,21,8,0.75,3,3,1,1,0.333333333,0
4,1/20/25,1/26/25,7,,,,1,2,0,3,3,1,1,0,0.4
4,1/20/25,1/26/25,8,,,0,1,0,0,3,3,1,1,0.333333333,0
4,1/20/25,1/26/25,9,,1,,1,1,1,3,3,1,1,0,0
4,1/20/25,1/26/25,10,,1,1,1,5,1,3,3,1,1,0.333333333,0
4,1/20/25,1/26/25,11,0.74,0.7,1,12,12,0.72,3,3,1,1,0.333333333,0
4,1/20/25,1/26/25,12,0.66,0.3,,1,10,0.56,3,3,1,1,0,0
4,1/20/25,1/26/25,13,0.81,,,1,6,0.81,3,3,1,1,0,0
4,1/20/25,1/26/25,14,,,1,1,1,0,3,3,1,1,0.333333333,0
5,1/27/25,2/2/25,1,0.73,0,,64,23,0.65,4,4,2,1,0,0
5,1/27/25,2/2/25,2,0.83,,,5,3,0.83,4,4,1,1,0,0
5,1/27/25,2/2/25,3,0.68,0.5,1,14,17,0.62,4,4,1,1,0.333333333,0
5,1/27/25,2/2/25,4,0.56,0.46,,56,11,0.51,4,4,1,1,0,0
5,1/27/25,2/2/25,5,0.83,0.86,,6,19,0.82,4,4,1,1,0,0
5,1/27/25,2/2/25,6,,0.5,,3,7,0.5,4,4,1,1,0,0
5,1/27/25,2/2/25,7,,,,1,7,0,4,4,1,1,0,0
5,1/27/25,2/2/25,8,,,,1,6,0,4,4,1,1,0,0
5,1/27/25,2/2/25,9,,0,,1,3,0,4,4,1,1,0,0
5,1/27/25,2/2/25,10,0.5,0.33,0,28,11,0.44,4,4,1,1,0.333333333,0
5,1/27/25,2/2/25,11,0.7,0.6,,12,28,0.64,4,4,1,1,0,0
5,1/27/25,2/2/25,12,0.54,0.5,,1,9,0.53,4,4,1,1,0,0
5,1/27/25,2/2/25,13,0.79,,1,3,11,0.79,4,4,1,1,0.333333333,0
5,1/27/25,2/2/25,14,,,0.3333,1,1,0,4,4,1,1,0.333333333,0
6,2/3/25,2/9/25,1,0.73,0.51,,15,28,0.64,3,3,1,1,0,0
6,2/3/25,2/9/25,2,,0.63,,6,5,0.63,3,3,1,1,0,0
6,2/3/25,2/9/25,3,0.53,,0.3,30,16,0.53,3,3,1,1,0.833333333,0
6,2/3/25,2/9/25,4,0.58,0.5,,21,14,0.51,3,3,1,1,0,0
6,2/3/25,2/9/25,5,0.83,0.84,,18,29,0.83,3,3,1,1,0,0
6,2/3/25,2/9/25,6,,,,1,1,0,3,3,1,1,0,0
6,2/3/25,2/9/25,7,,,,1,0,0,3,3,1,1,0,0
6,2/3/25,2/9/25,8,,,,6,5,0,3,3,1,1,0,0
6,2/3/25,2/9/25,9,,,,1,3,0,3,3,1,1,0,0
6,2/3/25,2/9/25,10,0.67,0.92,,140,7,0.82,3,3,1,1,0,0
6,2/3/25,2/9/25,11,0.58,0.67,,45,26,0.65,3,3,1,1,0,0
6,2/3/25,2/9/25,12,0.69,0.6,,6,22,0.64,3,3,1,1,0,0
6,2/3/25,2/9/25,13,,,,3,4,0,3,3,1,1,0,0
6,2/3/25,2/9/25,14,,,0.625,1,0,0,3,3,1,1,0.666666667,0
7,2/10/25,2/16/25,1,0.68,0.46,0.166666667,15,27,0.63,3,4,1,1,1,0
7,2/10/25,2/16/25,2,,,,1,3,0,4,4,1,1,0,0
7,2/10/25,2/16/25,3,0.43,0.76,0,10,14,0.5,4,4,1,1,0.333333333,0
7,2/10/25,2/16/25,4,0.6,0.56,,6,11,0.58,4,4,1,1,0,0
7,2/10/25,2/16/25,5,0.75,0.89,,16,26,0.84,4,4,1,1,0,0
7,2/10/25,2/16/25,6,,,,15,0,0,3,4,0,1,0,0
7,2/10/25,2/16/25,7,0.62,0.38,1,1,9,0.45,2,4,1,1,0.333333333,0.363636364
7,2/10/25,2/16/25,8,,,,4,4,0,4,4,1,1,0,0
7,2/10/25,2/16/25,9,,,,1,0,0,4,4,1,1,0,0
7,2/10/25,2/16/25,10,0.62,0.69,1,70,13,0.67,4,4,1,1,0.666666667,0
7,2/10/25,2/16/25,11,0.76,0.72,,54,24,0.73,4,4,1,1,0,0
7,2/10/25,2/16/25,12,0.76,0.74,,21,7,0.8,4,4,1,1,0,0
7,2/10/25,2/16/25,13,0.92,,,2,5,0.92,4,4,1,1,0,0
7,2/10/25,2/16/25,14,,,0.5,1,0,0,4,4,1,1,1,0
8,2/17/25,2/23/25,1,0.73,0.63,0.0,13,15,0.65,3,3,1,1,0.5,
8,2/17/25,2/23/25,2,,0.78,,13,4,0.78,3,3,1,1,0.0,
8,2/17/25,2/23/25,3,0.41,,,1,8,0.42,3,3,1,1,0.0,
8,2/17/25,2/23/25,4,0.78,0.67,,16,11,0.75,3,3,1,1,0.0,
8,2/17/25,2/23/25,5,0.81,0.84,,15,20,0.83,3,3,1,1,0.0,
8,2/17/25,2/23/25,6,,0.71,1.0,10,16,0.99,3,3,1,1,0.5,
8,2/17/25,2/23/25,7,,0.5,,1,3,0.5,3,3,1,1,0.0,
8,2/17/25,2/23/25,8,,,,1,1,0,3,3,1,1,0.0,
8,2/17/25,2/23/25,9,,,,1,0,0,3,3,1,1,0.0,
8,2/17/25,2/23/25,10,0.71,,,3,1,0.71,3,3,1,1,0.0,
8,2/17/25,2/23/25,11,0.66,0.62,,54,17,0.63,3,3,1,1,0.0,
8,2/17/25,2/23/25,12,0.57,0.79,,13,11,0.68,3,3,1,1,0.0,
8,2/17/25,2/23/25,13,0.77,0.55,,12,5,1.47,3,3,2,1,0.0,
8,2/17/25,2/23/25,14,,,,1,0,0,3,3,1,1,0.0,
9,2/24/25,3/2/25,1,,0.52,0.75,31,8,1.15,3,3,1,1,0.3333333333333330,0.0
9,2/24/25,3/2/25,2,,0.67,,13,7,1.58,3,3,1,1,0.0,0.0
9,2/24/25,3/2/25,3,0.65,,0.0,1,9,0.65,3,3,1,1,0.3333333333333330,0.0
9,2/24/25,3/2/25,4,,0.42,,9,7,1.16,3,3,1,1,0.0,0.0
9,2/24/25,3/2/25,5,0.8,0.63,,16,19,0.77,3,3,1,1,0.0,0.0
9,2/24/25,3/2/25,6,,1,1.0,5,3,1,3,3,1,1,0.6666666666666670,0.0
9,2/24/25,3/2/25,7,,0.75,,3,5,0.75,3,3,1,1,0.0,0.0
9,2/24/25,3/2/25,8,,,,1,2,0,3,3,1,1,0.0,0.0
9,2/24/25,3/2/25,9,,,,1,0,0,3,3,1,1,0.0,0.0
9,2/24/25,3/2/25,10,,,,32,1,0,3,3,1,1,0.0,0.0
9,2/24/25,3/2/25,11,0.33,0.42,,5,13,0.83,3,3,1,1,0.0,0.0
9,2/24/25,3/2/25,12,,0.79,,29,5,0.8,3,3,1,1,0.0,0.0
9,2/24/25,3/2/25,13,,,,1,3,0,3,3,1,1,0.0,0.0
9,2/24/25,3/2/25,14,,,0.0,2,1,0,1,3,1,1,0.3333333333333330,0.0